budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,money_now,revenue_now,budget_now,cast_score
175000000,297761,en,"Suicide Squad","From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",90.23792,2016-08-02,745000000,123,Released,"Worst Heroes Ever",5.9,7458,,784352783.0,184243942.0,56372238.9079717
175000000,2698,en,"Evan Almighty","God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.",27.082182,2007-06-09,173000000,96,Released,"A comedy of biblical proportions",5.3,1151,,210795039.0,213231975.0,207340856.691732
178000000,137113,en,"Edge of Tomorrow","Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",79.456485,2014-05-27,370541256,113,Released,"Live, Die, Repeat",7.6,4858,,395580852.0,190028480.0,155195387.133415
175000000,14869,en,"G.I. Joe: The Rise of Cobra","From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",32.852443,2009-08-04,302469017,118,Released,"When all else fails, they don't.",5.6,1962,,356482721.0,206250798.0,192110540.819448
175000000,150540,en,"Inside Out","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",128.655964,2015-06-09,857611174,94,Released,"Meet the little voices inside your head.",8.0,6560,,914650225.0,186639114.0,287336363.991287
175000000,278927,en,"The Jungle Book","After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",94.199316,2016-04-07,966550600,106,Released,,6.7,2892,,1017606246.0,184243942.0,135013881.535744
200000000,10138,en,"Iron Man 2","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",77.300194,2010-04-28,623933331,124,Released,"It's not the armor that makes the hero, but the man inside.",6.6,6849,,723772484.0,232003148.0,163479145.832653
170000000,58595,en,"Snow White and the Huntsman","After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",77.178973,2012-05-30,396600000,127,Released,"The Fairytale is Over",5.8,3118,,436627567.0,187157555.0,164461419.670588
180000000,102651,en,Maleficent,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",110.620647,2014-05-28,758539785,97,Released,"Don't believe the fairy tale.",7.0,4496,,809798665.0,192163631.0,200179268.926062
170000000,119450,en,"Dawn of the Planet of the Apes","A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",243.791743,2014-06-26,710644566,130,Released,"One last chance for peace.",7.3,4410,,758666891.0,181487874.0,185556571.053343
175000000,64686,en,"47 Ronin","Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",41.796339,2013-12-06,150962475,119,Released,"For courage. For loyalty. For honor.",5.9,1326,,163742496.0,189814965.0,181734862.533631
170000000,100402,en,"Captain America: The Winter Soldier","After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",72.225265,2014-03-20,714766572,136,Released,"In heroes we trust.",7.6,5764,,763067445.0,181487874.0,260334025.876173
165000000,10192,en,"Shrek Forever After","A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",44.041186,2010-05-16,752600867,93,Released,"It ain't Ogre... Til it's Ogre",6.0,1959,,873028851.0,191402597.0,347316016.896951
190000000,158852,en,Tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",130.311355,2015-05-19,209154322,130,Released,"Imagine a world where nothing is impossible.",6.2,2846,,223065013.0,202636752.0,82885868.660721
165000000,177572,en,"Big Hero 6","The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",203.73459,2014-10-24,652105443,102,Released,"From the creators of Wreck-it Ralph and Frozen",7.8,6135,,696171944.0,176149995.0,317552641.822855
165000000,82690,en,"Wreck-It Ralph","Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",62.341073,2012-11-01,471222889,108,Released,"The story of a regular guy just looking for a little wreck-ognition.",7.1,4570,,518781905.0,181652921.0,378419982.467536
165000000,5255,en,"The Polar Express","When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",47.323228,2004-11-10,305875730,100,Released,"This holiday season... believe.",6.4,1474,,408839314.0,220542136.0,466214933.305556
